OF_DEPARTURE_COUNTRY,OF_DEPLV2,OF_DEPLV1,OF_DEPLV0,OF_DEPARTURE_CITY,OF_DEPARTURE_ZIPCODE,OF_DEPARTURE_COORDINATE_X,OF_DEPARTURE_COORDINATE_Y,OF_ARRIVAL_COUNTRY,OF_ARRLV2,OF_ARRLV1,OF_ARRLV0,OF_ARRIVAL_CITY,OF_ARRIVAL_ZIPCODE,OF_ARRIVAL_COORDINATE_X,OF_ARRIVAL_COORDINATE_Y,OF_WEIGHT,OF_VOLUME,OF_LENGTH,OF_GOODS_KND,OF_TAIL_LIFT,OF_PALLETS_EXCHANGE,OF_NB_PALLETS
F,PC,17,,ROCHEFORT,17300,-96615,4594236,F,PC,17,,ROCHEFORT,17300,-96615,4594236,21000,0,134,MG,N,N,0
PL,4,4,40,KATOWICE,40-022,1903009,5025301,PL,2,2,25,KIELCE,25-511,2062306,5087782,3000,0,50,MG,N,N,0
F,AQ,40,,LABOUHEYRE,40210,-91944,4421349,F,PL,85,,POUZAUGES,85700,-83609,4678220,29000,0,130,MG,N,N,0
F,PR,13,,MARSEILLE,13001,538061,4329823,E,E3,V,46,VALENCIA,46018,-39824,3946812,15000,0,136,MG,N,N,0
I,0,PIE,10,TORINO,10153,770539,4506951,F,RA,69,,CORBAS,69960,489851,4567091,10300,0,136,MG,N,N,0
F,AQ,33,,BAZAS,33430,-21708,4443356,F,AU,87,,LIMOGES,87000,125606,4582625,500,0,30,MG,N,N,0
NL,UT,39,,BUNNIK,3981,519960,5206711,D,TN,99,,GROSSENEHRICH,99718,1083247,5124783,3000,0,15,TD,N,N,0
D,BW,68,,MANNHEIM,68165,848499,4947922,F,AL,57,,MONTOY-FLANVILLE,57645,628076,4912109,5083,0,130,MG,N,N,0
F,BF,70,,LA C�TE,70200,657305,4768688,F,NO,14,,CAEN,14000,-36825,4918531,8236,0,130,MG,N,N,0
F,RP,77,,COMBS-LA-VILLE,77380,256344,4865957,F,PL,72,,LE MANS,72000,19563,4800795,6000,0,124,MG,N,N,0
F,CE,45,,SARAN,45770,188454,4794378,F,AQ,33,,BIGANOS,33380,-97224,4464399,190,0,15,MG,N,N,0
D,WF,44,,L�NEN,44534,752204,5162567,NL,ZH,24,,LEIMUIDEN [JACOBSWOUDE],2451,467269,5222205,20000,0,136,MG,N,N,0
F,NP,59,,LILLE,59000,306280,5063717,F,AL,57,,SARREGUEMINES,57200,707069,4910830,300,0,14,MG,Y,N,1
F,CE,37,,AMBOISE,37400,98807,4740777,F,BR,35,,TINT�NIAC,35190,-183619,4832735,3400,0,32,MG,N,N,0
F,NP,59,,ROUBAIX,59100,317522,5069170,B,AN,23,,MEER [HOOGSTRATEN],2321,473251,5145279,4000,0,65,MG,N,N,0
D,RL,50,,ERFTSTADT,50374,676874,5079953,NL,GL,41,,NEERIJNEN,4175,521066,5181954,22892,0,120,MG,N,N,0
F,AQ,33,,MIOS,33380,-93696,4460549,F,NO,76,,YVETOT,76190,75411,4961662,26300,0,136,MG,N,N,0
F,PC,16,,CH�TEAUBERNARD,16100,-31325,4567820,D,BW,79,,SASBACH,79361,761715,4813971,21100,1200,150,MG,N,N,0
F,AL,54,,NANCY,54100,618339,4868956,F,RP,95,,BRUY�RES-SUR-OISE,95820,233134,4915710,10000,0,130,MG,N,N,0
F,PR,13,,MARSEILLE,13001,537248,4329370,P,CE,30,,FIGUEIRA DA FOZ,3090,-885901,4014842,2000,0,8,MG,N,N,0
PL,6,6,67,Kozuchow,67-120,1559085,5174446,D,SH,22,,Hamburg,22523,989859,5361260,24000,0,136,MG,N,N,0
F,BR,56,,ARZAL,56190,-237729,4751655,F,RA,26,,VALENCE,26000,490379,4492625,3000,0,30,MG,N,N,0
I,1,LOM,20,MILANO,20121,918102,4546895,D,BW,89,,ULM,89073,998791,4839718,24000,0,136,MG,N,N,0
F,RP,93,,SAINT-DENIS,93200,236054,4893673,F,BF,89,,MON�TEAU,89470,357860,4785005,2100,0,30,MG,N,N,0
F,RP,95,,BRUY�RES-SUR-OISE,95820,233134,4915710,F,NO,50,,GAVRAY,50450,-135046,4890970,8300,0,35,MG,N,N,0
B,OV,91,,SINT NIKLAAS,9100,414149,5116448,F,PL,72,,LE MANS,72000,19783,4800809,4000,900,150,MG,N,N,0
F,CE,45,,ORL�ANS,45000,190790,4791025,F,NO,27,,BOURG-ACHARD,27310,81454,4935395,9000,0,80,MG,N,N,0
F,RP,95,,SAINT-OUEN-L AUM�NE,95310,212316,4904512,F,RA,42,,SAINT-�TIENNE,42000,438911,4544863,2000,0,20,MG,N,N,0
GB,7,M,,MANCHESTER,M17 1,-231635,5346745,F,RP,93,,STAINS,93240,238182,4895633,22000,0,136,MG,N,N,0
I,1,LOM,21,CASSANO MAGNAGO,21012,883110,4567542,F,PR,20,,CALENZANA,20214,885619,4250801,2200,0,36,MG,N,N,0
F,AU,63,,LAQUEUILLE,63820,273286,4565087,F,RP,95,,�RAGNY,95610,209099,4901900,26700,0,136,MG,N,N,0
D,NB,90,,N�RNBERG,90425,1106327,4947585,NL,UT,38,,AMERSFOORT,3815,541089,5216645,18000,0,136,TD,N,Y,33
F,AL,57,,SAINT-AVOLD,57500,670546,4910428,A,2,ST,82,GLEISDORF,8200,1571139,4710563,24000,0,136,MG,N,N,0
F,PR,13,,MARSEILLE,13001,538061,4329823,D,ON,31,,HILDESHEIM,31134,995153,5215010,13000,0,70,MG,N,N,0
F,AL,68,,MULHOUSE,68200,731749,4775191,F,OC,34,,VENDARGUES,34740,396986,4365832,4000,0,56,MG,N,N,0
D,ON,30,,HANNOVER,30165,969690,5241381,F,CE,37,,PAR�AY-MESLAY,37210,74563,4743934,3700,0,80,MG,N,N,0
D,MV,17,,NEUBRANDENBURG,17033,1326416,5354179,D,BR,13,,BERLIN,13403,1332165,5257211,21000,0,136,MG,N,N,0
E,E2,B,8,BARCELONA,8001,216897,4138004,I,3,FVG,33,UDINE,33100,1323333,4606275,7000,0,83,MG,N,N,0
F,PL,49,,VIVY,49680,-5524,4732620,F,PL,49,,JALLAIS,49510,-86792,4719638,14000,0,80,MG,N,N,0
D,BW,89,,HERMARINGEN,89568,1025712,4859360,D,BW,69,,WIESLOCH,69168,869514,4929570,3000,0,60,MG,N,N,0
F,BF,71,,FLEURVILLE,71260,487999,4644748,F,OC,34,,AGDE,34300,347742,4330771,26000,0,130,MG,N,N,0
F,AU,63,,VOLVIC,63530,303681,4587043,F,CH,51,,REIMS,51100,402843,4926283,27000,0,136,MG,N,N,0
F,PC,79,,LUZAY,79100,-19508,4692365,F,NP,80,,P�RONNE,80200,293533,4992967,22000,0,136,MG,N,Y,0
F,RA,7,,LE POUZIN,7250,474786,4475140,F,PL,85,,LA ROCHE-SUR-YON,85000,-142792,4666762,6000,0,80,MG,N,N,20
NL,ZH,31,,VONDELINGENPLAAT [ROTTERDAM],3196,434435,5187528,F,PR,6,,GILETTE,6830,716351,4384981,6300,0,30,MG,N,N,0
D,MV,17,,NEUBRANDENBURG,17033,1326416,5354179,D,BR,13,,BERLIN,13403,1332165,5257211,21000,0,136,MG,N,N,0
F,AQ,33,,BIGANOS,33380,-97224,4464399,F,PR,84,,APT,84400,539662,4387737,1700,0,70,MG,N,N,0
F,AL,88,,SAINT-DI�-DES-VOSGES,88100,694967,4828771,F,NO,14,,CAEN,14000,-36108,4918436,15000,0,136,MG,N,N,0
F,NP,59,,TOURCOING,59200,315939,5072238,F,PC,16,,RUFFEC,16700,19727,4602799,2700,0,40,MG,N,N,0
E,E10,BU,9,ARANDA DE DUERO,9400,-368933,4166870,B,HT,75,,TOURNAI,7500,338797,5060739,24000,0,136,MG,N,N,0
D,SN,4,,BENNEWITZ,4828,1270740,5135529,D,PS,66,,DILLINGEN,66763,672427,4935781,16000,0,136,MG,N,N,0
F,RA,69,,MIONS,69780,495478,4566296,F,RA,26,,PIERRELATTE,26700,469704,4437559,4000,0,136,TD,N,N,0
F,NP,59,,LILLE,59000,306155,5062817,F,AL,57,,SARREBOURG,57400,705624,4873679,8000,0,88,MG,N,N,0
D,PS,56,,KOBLENZ,56068,759280,5036080,NL,LB,60,,ROERMOND,6041,599113,5118994,5000,0,136,MG,N,N,0
F,NO,27,,AUBEVOYE,27940,133354,4917288,F,PL,72,,LE MANS,72000,19563,4800795,12000,1200,152,MG,N,N,0
F,PL,44,,SAINT-NAZAIRE,44600,-222348,4727570,F,PR,83,,VINON-SUR-VERDON,83560,581293,4372769,28800,0,130,MG,N,N,0
I,2,VEN,37,VERONA,37122,1099151,4543816,F,AL,57,,METZ,57050,617336,4911589,3000,0,36,MG,N,N,0
F,PL,85,,LA ROCHE-SUR-YON,85000,-142719,4667158,F,BR,56,,PONTIVY,56300,-296614,4806492,10000,0,70,MG,N,N,0
F,CE,45,,MEUNG-SUR-LOIRE,45130,169717,4782799,F,PL,49,,DISTR�,49400,-10996,4722174,6000,160,95,MG,N,N,0
F,PC,17,,SAINT-SAUVEUR-D AUNIS,17540,-88657,4621728,F,PL,44,,REZ�,44400,-155436,4718206,5000,0,130,MG,N,N,0
F,RA,26,,LIVRON-SUR-DR�ME,26250,484207,4477148,F,RA,1,,AMB�RIEU-EN-BUGEY,1500,535829,4595842,2000,0,22,MG,N,N,0
I,0,PIE,15,ALESSANDRIA,15100,861107,4490726,F,RA,69,,LYON,69002,482900,4575940,2000,0,30,MG,N,N,0
B,BR,34,,LANDEN,3400,508082,5075159,F,NP,59,,LILLE,59000,306280,5063717,20000,0,150,MG,N,N,0
F,RA,38,,SAINT-QUENTIN-FALLAVIER,38070,511080,4563261,F,PL,49,,SAUMUR,49400,-7933,4725977,500,0,30,MG,N,N,0
D,SB,80,,M�NCHEN,80997,1146825,4819805,D,RL,52,,ESCHWEILER,52249,627358,5081326,2000,0,50,MG,N,N,0
I,1,LOM,25,BRESCIA,25127,1018929,4555564,E,E4,GR,18,GRANADA,18008,-358817,3716179,20000,0,136,MG,N,N,0
PL,2,2,27,OSTROWIEC ?WI?TOKRZYSKI,27-400,2138536,5094660,D,WN,49,,MEPPEN,49716,728704,5269193,24000,0,160,MG,N,N,0
E,E10,BI,48,BILBAO,48005,-292349,4325818,D,RL,47,,DUISBURG,47051,676593,5142941,24000,0,136,MG,N,N,0
F,RA,42,,FIRMINY,42700,428915,4538717,F,NP,59,,GRANDE-SYNTHE,59760,230025,5101268,800,0,19,MG,N,N,0
E,E2,B,8,BARCELONA,8002,217610,4138248,D,BW,76,,KARLSRUHE,76149,838719,4903265,24000,0,136,MG,N,N,0
F,BR,35,,PAIMPONT,35380,-217097,4802039,F,AL,55,,PAGNY-SUR-MEUSE,55190,571669,4868833,28000,0,136,MG,N,N,0
F,BF,71,,CHALON-SUR-SA�NE,71100,485500,4677968,I,0,PIE,15,ALESSANDRIA,15100,861202,4490738,25000,0,134,MG,N,N,0
NL,NB,51,,BAARLE-NASSAU,5111,492628,5144974,F,MP,81,,ALBI,81000,214838,4392621,3300,0,20,MG,N,N,0
F,BR,56,,CAUDAN,56850,-334352,4781018,F,NO,27,,NORMANVILLE,27930,115602,4907807,2000,0,27,MG,N,N,0
D,PS,66,,SANKT WENDEL,66606,716579,4946674,D,HE,64,,PFUNGSTADT,64319,860526,4980363,5060,0,70,MG,N,N,0
F,NP,2,,TERGNIER,2700,328945,4965309,F,NP,59,,LILLE,59000,306280,5063717,500,0,8,MG,N,N,0
F,NO,50,,COUTANCES,50200,-143982,4905210,F,BR,29,,TR�FLAOU�NAN,29440,-409544,4862973,3000,0,40,MG,N,N,0
P,NO,47,,VILARINHO DAS CAMBAS,4760-752,-855494,4138424,E,E2,B,8,BARCELONA,8040,213173,4133479,24000,0,136,MG,N,N,0
D,BW,76,,KARLSRUHE,76228,847037,4896298,D,WN,27,,ROTENBURG,27356,940285,5310902,1000,0,33,MG,N,N,0
F,PR,13,,MARSEILLE,13001,537248,4329370,NL,ZH,30,,ROTTERDAM,3012,447839,5192285,20000,0,136,TD,N,N,0
D,WF,33,,BIELEFELD,33719,860487,5202383,F,AQ,33,,VAYRES,33870,-31959,4489669,1000,0,25,MG,N,N,0
PL,4,4,43,JASIENICA,43-385,1892070,4980929,F,NP,62,,CALAIS,62100,185283,5095300,1000,380,65,MG,N,N,0
F,PL,85,,LA COPECHAGNI�RE,85260,-134613,4684930,F,RA,69,,SAINT-PRIEST,69800,493619,4569723,20000,0,134,MG,N,N,0
I,1,LOM,20,MILANO,20121,918102,4546895,D,BW,89,,ULM,89073,998791,4839718,24000,0,136,MG,N,N,0
I,5,ROM,48,RAVENNA,48010,1219819,4429883,D,PS,67,,KAISERSLAUTERN,67661,771005,4943206,10000,0,136,MG,N,N,0
F,NO,76,,GOURNAY-EN-BRAY,76220,172146,4948150,F,PL,72,,SAINT-MARS-LA-BRI�RE,72470,37447,4802982,15000,0,134,MG,N,N,0
GB,4,NP,,NEWPORT,NP10 8,-304152,5157249,F,BF,89,,AUXERRE,89000,357077,4779632,24000,0,120,MG,N,N,0
I,5,ROM,48,RAVENNA,48100,1220464,4441175,I,4,UMB,6,PERUGIA,6123,1238405,4311127,30000,0,125,MG,N,N,0
F,PL,44,,CLISSON,44190,-127849,4708956,F,RA,69,,LYON,69002,482900,4575940,15000,0,130,TD,N,N,0
F,NO,27,,AUBEVOYE,27940,133354,4917288,F,BR,29,,QUIMPER,29000,-409830,4799096,12000,1200,152,MG,N,N,0
I,4,EMI,40,ZOLA PREDOSA,40069,1121655,4448980,D,RL,50,,FRECHEN,50226,681289,5090917,5000,0,136,MG,N,N,0
D,WF,48,,STEINFURT,48565,733895,5215010,NL,NB,54,,VEGHEL,5461,554169,5161672,24000,0,136,MG,N,N,0
I,2,VEN,37,VERONA,37121,1099649,4544183,I,1,LOM,20,BASIGLIO,20060,916004,4536168,24000,0,136,MG,N,N,0
D,WF,45,,ESSEN,45356,696341,5150128,D,SB,84,,MARKLKOFEN,84163,1255590,4855286,24000,0,140,MG,N,N,0
I,1,LOM,24,ZANDOBBIO,24060,985407,4568771,A,1,OO,46,MARCHTRENK,4614,1411150,4819512,1300,0,10,MG,N,N,0
D,RL,52,,BAESWEILER,52499,618162,5089995,B,AN,20,,ANTWERPEN,2000,439738,5122173,1000,0,12,MG,N,N,0
D,RL,52,,AACHEN,52062,608659,5077662,D,SH,22,,HAMBURG,22043,1008743,5356266,4000,0,152,MG,N,N,0
F,PR,13,,ARLES,13200,462801,4367528,F,RA,69,,GENAS,69740,500024,4573178,2000,0,40,MG,N,N,0
F,AQ,40,,LABOUHEYRE,40210,-91832,4420883,F,MP,81,,LAVAUR,81500,181463,4369945,13000,0,75,MG,N,N,0
I,3,FVG,33,PORDENONE,33170,1265988,4596179,F,NP,80,,AMIENS,80000,229315,4989474,11000,1200,150,TV,N,N,0
D,RL,51,,K�LN,51147,712289,5087983,D,NB,91,,GREDING,91171,1135769,4904793,6900,0,100,MG,N,N,0
NL,NB,49,,OOSTERHOUT,4901,486252,5164674,B,OV,98,,NAZARETH,9810,359689,5095863,24000,0,136,MG,N,N,0
E,E10,SS,20,SAN SEBASTI�N,20004,-198261,4332099,D,WF,57,,SIEGEN,57080,799817,5085849,24000,0,136,MG,N,N,0
F,AQ,64,,HENDAYE,64700,-177028,4336028,F,AQ,33,,CESTAS,33610,-66952,4473936,20000,0,134,MG,N,N,0
F,PC,86,,PAYR�,86700,20956,4633984,F,OC,66,,PERPIGNAN,66000,289307,4270254,800,0,20,MG,N,N,0
GB,5,NG,,NEWARK,NG22 0,-89409,5322946,I,6,LAZ,0,ROMA,131,1264646,4193413,24000,0,136,MG,N,N,0
F,PR,84,,AVIGNON,84000,480604,4394876,F,RP,78,,PLAISIR,78370,194925,4881669,2000,0,60,MG,N,N,0
F,CH,52,,SAINT-DIZIER,52100,494696,4863659,F,OC,48,,SAINT-CH�LY-D'APCHER,48200,327639,4480528,1800,0,25,MG,N,N,0
E,E2,LE,25,LLEIDA,25001,63015,4161039,F,PR,83,,TOULON,83000,594122,4312078,22000,0,136,TD,N,N,0
F,RA,1,,ATTIGNAT,1340,516024,4628960,F,RA,26,,CREST,26400,502131,4472759,2000,0,50,MG,N,N,0
NL,ZH,31,,BOTLEK [ROTTERDAM],3197,426273,5188338,D,WN,21,,BOSTELBEK [HAMBURG],21079,991935,5347677,500,0,6,TD,N,N,0
F,BF,71,,M�CON,71000,482545,4630959,E,E2,B,8,BARCELONA,8001,216897,4138004,24000,600,0,BE,N,N,0
F,PC,17,,SAINT-SAUVEUR-D AUNIS,17540,-88657,4621728,F,PL,85,,NOIRMOUTIER-EN-L'�LE,85330,-223858,4700577,2000,600,80,MG,N,N,0
F,BF,70,,LA C�TE,70200,657305,4768688,F,NO,76,,ROUEN,76000,110402,4944581,6894,0,135,MG,N,N,0
F,PC,17,,LOULAY,17330,-51100,4604958,F,NO,14,,CAEN,14000,-36108,4918436,10000,0,60,TD,N,N,0
F,RA,73,,CHAMB�RY,73000,592093,4556663,F,RP,94,,VITRY-SUR-SEINE,94400,238814,4878905,17600,0,96,MG,N,N,0
F,AL,68,,CERNAY,68700,717640,4780719,F,AL,88,,XERTIGNY,88220,639975,4804421,1000,0,10,MG,N,N,0
F,CE,37,,TOURS,37000,69066,4738520,F,RA,38,,M�AUDRE,38112,552897,4512533,2000,0,40,MG,N,N,0
F,AL,67,,STRASBOURG,67000,776170,4858697,F,AU,43,,BRIOUDE,43100,338105,4529521,23000,0,120,MG,N,N,0
D,BW,79,,EHRENKIRCHEN,79238,775205,4791517,B,AN,20,,ANVERS,2000,440247,5121822,3000,0,70,MG,N,N,0
F,AL,54,,NANCY,54100,618339,4868956,F,RP,95,,BRUY�RES-SUR-OISE,95820,233134,4915710,6000,0,135,MG,N,N,0
F,MP,81,,MAZAMET,81200,237529,4348992,F,NO,27,,VERNON,27200,148401,4909341,27500,0,130,MG,N,N,0
F,BF,21,,VITTEAUX,21350,454150,4739741,F,RA,38,,SAINT-QUENTIN-FALLAVIER,38070,510846,4563587,1000,0,25,MG,N,N,0
F,PC,79,,CERIZAY,79140,-66675,4682174,F,PR,13,,VITROLLES,13127,525033,4344842,3410,0,19,MG,N,N,0
P,NO,44,,MATOSINHOS,4450,-868003,4118542,E,E9,S,39,GAJANO [MARINA DE CUDEYO],39792,-376685,4341265,24000,0,136,MG,N,N,0
D,PS,67,,WORMS,67549,834104,4963920,NL,OL,77,,OMMEN,7735,642453,5251745,10000,0,136,MG,N,N,0
E,E2,GE,17,FIGUERES,17600,295817,4226569,F,PC,16,,LES ESSARDS,16210,11656,4524054,6200,0,36,MG,N,N,9
F,AQ,33,,BORDEAUX,33200,-58107,4483661,F,PR,13,,GARDANNE,13120,547062,4345499,26900,0,136,MG,N,N,0
D,SN,1,,EBERSBACH,1561,1365981,5123178,B,LX,67,,MESSANCY,6780,581527,4959223,24000,0,136,MG,N,N,0
F,MP,32,,MAULICH�RES,32400,-8931,4368908,F,OC,66,,LE SOLER,66270,279475,4268167,1200,0,80,MG,N,N,0
F,PR,13,,AIX-EN-PROVENCE,13090,543087,4352719,F,PR,5,,GAP,5000,607712,4455971,3000,0,20,MG,N,N,0
F,PR,84,,CAVAILLON,84300,503943,4383770,F,RP,94,,RUNGIS,94150,235141,4874917,20000,0,136,TD,N,N,0
F,BR,22,,SAINT-BRIEUC,22000,-275770,4851044,F,MP,31,,TOULOUSE,31000,145612,4360106,5600,0,32,MG,N,N,0
D,NB,95,,MITTERTEICH,95666,1224182,4994946,D,TN,98,,CURSDORF,98744,1112667,5057136,8600,0,62,MG,N,N,0
D,BW,89,,NEU-ULM,89231,1001074,4839153,D,TN,98,,HILDBURGHAUSEN,98646,1072727,5042772,25000,0,140,MG,N,N,0
F,RP,77,,MONTEREAU-FAULT-YONNE,77130,295506,4838845,F,AL,57,,HENRIVILLE,57450,685520,4909783,1000,0,10,MG,N,N,0
GB,4,NP,,NEWPORT,NP10 8,-304152,5157249,NL,LB,62,,MAASTRICHT,62**,568914,5084918,24000,0,120,MG,N,N,0
I,1,LOM,20,BUCCINASCO,20090,911359,4542304,F,PR,13,,VITROLLES,13127,525302,4344996,3000,0,8,MG,N,N,0
B,WV,80,,BRUGGE,8000,322448,5120848,F,NO,50,,N�HOU,50390,-154216,4942011,24000,0,130,MG,N,N,0
F,AQ,33,,BELIN-B�LIET,33830,-79171,4449283,D,PS,55,,BAD KREUZNACH,55543,786335,4984322,15000,0,95,MG,N,N,0
F,MP,31,,AUTERIVE,31190,147510,4335090,F,PC,16,,ANAIS,16560,20943,4577403,5000,0,30,MG,N,N,0
F,NP,60,,MONTATAIRE,60160,243433,4925549,F,PL,72,,SAINT-CALAIS,72120,74490,4792011,24000,0,120,MG,N,N,0
E,E2,GE,17,OLOT,17600,248935,4218093,F,AL,57,,TR�MERY,57300,623175,4924646,12000,0,136,MG,N,N,0
F,AQ,47,,CASTELJALOUX,47700,8490,4431397,F,MP,31,,TOURNEFEUILLE,31170,134292,4358411,5000,0,135,MG,N,N,0
F,AQ,33,,BORDEAUX,33200,-58107,4483661,F,AQ,64,,PARDIES,64150,-58635,4336644,6000,0,60,MG,N,N,0
F,AQ,24,,LAMONZIE-SAINT-MARTIN,24680,38460,4484283,F,NP,59,,F�CHAIN,59247,321514,5026717,800,0,12,MG,N,N,0
D,BW,69,,HIRSCHHORN,69434,889684,4944537,D,BR,15,,SPREENHAGEN,15528,1387413,5234448,4800,0,52,MG,N,N,0
D,SN,1,,DRESDEN,1067,1374073,5105363,D,SN,4,,LEIPZIG,4103,1238556,5134485,1500,0,8,MG,N,N,0
I,1,LOM,20,BASIGLIO,20060,916004,4536168,F,PC,17,,LA ROCHELLE,17000,-116062,4616136,7500,0,40,MG,N,N,0
B,AN,20,,ANTWERPEN,2000,439738,5122173,F,BF,71,,CHALON-SUR-SA�NE,71100,485500,4677968,25000,0,120,MG,N,N,0
F,MP,32,,PAVIE,32550,59109,4361027,F,AQ,40,,DAX,40100,-105093,4370746,500,0,12,MG,N,N,0
D,PS,67,,WORMS,67547,836262,4963015,D,WF,45,,GLADBECK,45964,699262,5157440,4200,0,48,MG,N,N,0
B,BR,34,,LANDEN,3400,508082,5075159,F,NP,59,,LILLE,59000,306280,5063717,20000,0,150,MG,N,N,0
D,PS,67,,WORMS,67547,836262,4963015,D,WF,48,,M?nster,48165,767204,5190345,4800,0,36,MG,N,N,0
F,NO,76,,LE HAVRE,76620,10138,4949352,F,PR,84,,VALR�AS,84600,498757,4438353,2000,0,8,MG,N,N,0
F,AQ,33,,LIBOURNE,33500,-24270,4491121,F,MP,31,,AUCAMVILLE,31140,142904,4366830,200,0,12,MG,N,N,0
D,WN,26,,PAPENBURG,26871,741931,5307438,NL,UT,38,,NIJKERK,3861,547084,5222864,24384,0,136,MG,N,N,0
GB,1,TR,,TRURO,TR1 1,-504247,5026700,NL,GL,65,,NIJMEGEN,6512,585518,5183954,2000,0,48,MG,N,N,0
F,OC,66,,PERPIGNAN,66000,288741,4269814,F,CE,45,,ORL�ANS,45100,190495,4790143,4600,0,60,MG,N,N,10
F,PL,49,,CHOLET,49300,-88069,4706260,F,RA,26,,SAINT-VALLIER,26240,481776,4517481,15000,0,80,MG,N,N,0
B,OV,91,,KALLO,9120,427225,5125162,F,NP,60,,COMPI�GNE,60200,281604,4940846,25000,0,134,MG,N,N,0
B,OV,91,,LOKEREN,9160,399352,5110843,F,RP,77,,MONDREVILLE,77570,261098,4814152,3000,0,32,MG,N,N,0
F,AL,67,,STRASBOURG,67000,776170,4858697,F,RA,38,,VILLETTE-D'ANTHON,38280,511413,4579053,11500,0,60,MG,N,N,0
B,BR,17,,ASSE,1730,419516,5091191,F,NP,60,,VENETTE,60280,280060,4941543,7940,0,60,MG,N,N,0
F,RP,93,,NOISY-LE-SEC,93130,245838,4889094,F,AL,67,,STRASBOURG,67000,776170,4858697,2600,0,20,MG,N,N,0
D,SN,1,,NEBELSCH�TZ,1920,1415790,5126521,A,3,SB,52,H�HNHART,5251,1326845,4816498,10000,0,136,MG,N,N,0
D,WF,57,,WENDEN,57482,787174,5096635,NL,NB,56,,BEST,5683,540514,5150419,10000,0,136,MG,N,N,0
F,AL,55,,COMMERCY,55200,558801,4876137,D,NB,92,,WACKERSDORF,92442,1217752,4931167,6300,0,50,MG,N,N,0
D,HE,64,,BREUBERG,64747,903794,4981660,D,PS,56,,KOBLENZ,56070,759393,5037835,20000,0,132,MG,N,Y,35
D,BW,77,,KEHL,77694,781495,4857418,D,SB,94,,PASSAU,94032,1345825,4857313,5000,0,100,MG,N,N,0
D,WF,57,,KREUZTAL,57223,800012,5095671,D,BW,73,,REMSHALDEN,73630,943902,4880874,24000,0,140,MG,N,N,0
E,E2,B,8,BARCELONA,8002,216997,4138570,F,PL,44,,NANTES,44000,-155267,4722097,20000,0,100,MG,N,N,0
D,PS,67,,WORMS,67547,836262,4963015,D,WF,45,,GLADBECK,45964,699262,5157440,4200,0,48,MG,N,N,0
F,CE,41,,MER,41500,150737,4770242,F,RA,26,,MONT�LIMAR,26200,474812,4455611,4000,0,60,MG,N,N,0
F,MP,81,,CASTRES,81100,224203,4360789,F,AQ,33,,LE HAILLAN,33185,-67783,4487297,1000,0,60,MG,N,N,0
E,E10,BI,48,BASAURI,48970,-288794,4323718,E,E3,MU,30,MURCIA,30001,-112848,3798614,24000,0,136,MG,N,N,0
F,RA,1,,BELLEY,1300,568663,4576070,F,RP,95,,ROISSY-EN-FRANCE,95700,251703,4900388,2000,0,20,MG,N,N,0
I,0,PIE,10,VOLPIANO,10088,777849,4519855,F,BR,29,,QUIMPER,29000,-409830,4799096,4000,0,28,MG,N,N,0
F,PL,44,,NANTES,44000,-155267,4722097,F,MP,9,,PAMIERS,9100,161559,4311525,2200,0,50,MG,N,N,0
D,RL,51,,GUMMERSBACH,51645,757074,5100975,B,OV,91,,BEVEREN,9120,424945,5121357,24000,0,136,MG,N,N,0
D,PS,56,,KOBLENZ,56068,759280,5036080,F,AL,57,,METZ,57050,617336,4911589,4500,0,24,MG,Y,N,0
F,MP,31,,LESPINASSE,31150,138769,4370977,E,E2,B,8,VIC,8500,225751,4193259,25000,136,0,BE,N,N,0
F,PL,72,,LE MANS,72000,19783,4800809,D,BW,72,,BISINGEN,72406,891657,4830825,2000,0,30,MG,N,N,0
F,NO,14,,HONFLEUR,14600,23373,4941679,F,CH,10,,NOGENT-SUR-SEINE,10400,350489,4849342,25406,0,130,MG,N,N,0
D,WF,57,,NEUNKIRCHEN,57290,800479,5078819,D,SB,86,,NEUBURG AN DER DONAU,86633,1117863,4873725,20000,0,136,MG,N,N,0
F,RA,69,,GENAS,69740,500024,4573178,F,CE,36,,VARENNES-SUR-FOUZON,36210,160568,4721433,15000,0,136,MG,N,N,0
F,PL,44,,CH�TEAU-TH�BAUD,44690,-141915,4712459,F,CE,28,,CH�TEAUDUN,28200,133215,4807033,7000,0,70,MG,N,N,0
PL,6,6,67,Kozuchow,67-120,1559085,5174446,D,BR,15,,STRAUSBERG,15344,1387754,5256730,24000,0,136,MG,N,N,0
F,PL,44,,LA CHEVROLI�RE,44118,-161119,4709097,B,LG,40,,HERSTAL,4040,562391,5065985,1800,0,24,MG,N,N,0
D,HE,35,,GLADENBACH,35075,858074,5076825,D,BR,15,,LUCKAU,15926,1371240,5185322,3000,0,30,MG,N,N,0
F,NP,59,,HALLUIN,59250,312400,5078225,F,AQ,33,,LA R�OLE,33190,-3651,4458221,300,0,20,MG,N,N,0
B,HT,60,,MARCHIENNE-AU-PONT [CHARLEROI],6030,440101,5041215,NL,NB,47,,LANGEWEG [MOERDIJK],4771,466014,5164864,28000,0,136,MG,N,N,0
B,OV,97,,AUDENARDE,9700,360601,5084757,NL,GL,66,,OVERBETUWE,6661,584808,5192415,2900,0,32,MG,N,N,0
